timestamp,set_val,lux_raw,lux_corrected,visible,ir,sensor_settings,dark_offset_lux
2026-09-01T11:56:43.250764,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.255037,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.259308,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.263597,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.267877,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.272159,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.276424,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.280686,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.284950,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.289239,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.293513,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.297785,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.302072,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.306337,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.310617,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.314882,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.319149,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.323411,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.327672,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.331942,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.336214,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.340483,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.344774,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.349213,0.2,464.9568,464.9568,3505,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.353490,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.357788,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.362081,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.366367,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.370653,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.374925,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.379199,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.383476,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.387757,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.392035,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.396306,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.400580,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.404849,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.409137,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.413401,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.417684,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.421957,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.426218,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.430494,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.434770,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.439044,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.443306,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.447569,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.451836,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.456291,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.460565,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.464834,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.469102,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.473367,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.477681,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.481990,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.486264,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.490530,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.494796,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.499059,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.503330,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.507602,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.511883,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.516186,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.520482,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.524750,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.529044,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.533308,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.537579,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.541843,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.546116,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.550405,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.554698,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.559130,0.2,465.11999999999995,465.11999999999995,3506,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.563400,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.567683,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.571956,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.576221,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.580489,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.584758,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.589036,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.593303,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.597564,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.601837,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.606108,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.610372,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.614637,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.618908,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.623169,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.627437,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.631704,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.635976,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.640245,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.644505,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.648774,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.653044,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.657307,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.661732,0.2,465.28319999999997,465.28319999999997,3507,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.666011,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.670277,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.674542,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.678808,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.683070,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.687342,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.691612,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.695879,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.700152,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.704437,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.708700,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.712961,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.717228,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.721503,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.725772,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.730046,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.734330,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.738597,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.742858,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.747128,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.751429,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.755704,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.759976,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.764396,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.768696,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.772965,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.777231,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.781506,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.785777,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.790045,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.794308,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.798570,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.802833,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.807110,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.811373,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.815642,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.819923,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.824194,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.828479,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.832744,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.837019,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.841289,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.845576,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.849840,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.854112,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.858377,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.862646,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.866911,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.871346,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.875616,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.879897,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.884167,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.888463,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.892744,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.897011,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.901295,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.905575,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.909857,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.914156,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.918429,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.922695,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.926956,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.931217,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.935484,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.939765,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.944035,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.948304,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.952578,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.956837,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.961112,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.965379,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.969649,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.974072,0.2,465.178752,465.178752,3507,1026,MED  / 100ms,0.0
2026-09-01T11:56:43.978336,0.2,465.178752,465.178752,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.982599,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.986870,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.991144,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.995410,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:43.999674,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.003943,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.008212,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.012475,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.016737,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.021003,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.025264,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.029530,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.033792,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.038061,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.042322,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.046584,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.050881,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.055162,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.059436,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.063726,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.068012,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.072304,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.076973,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.081269,0.2,464.79359999999997,464.79359999999997,3504,1025,MED  / 100ms,0.0
2026-09-01T11:56:44.085553,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.089850,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.094128,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.098391,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.102663,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.106941,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.111227,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.115494,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
2026-09-01T11:56:44.119768,0.2,462.37823999999995,462.37823999999995,3486,1020,MED  / 100ms,0.0
